strategy,run,turns,seed,index,square,type,count,percentage
B,10,100000,11002440,0,GO,GO,2870,2.870000
B,10,100000,11002440,1,Mediterranean Avenue,Property,1799,1.799000
B,10,100000,11002440,2,Community Chest 1,Community Chest,1805,1.805000
B,10,100000,11002440,3,Baltic Avenue,Property,2037,2.037000
B,10,100000,11002440,4,Income Tax,Tax,2152,2.152000
B,10,100000,11002440,5,Reading Railroad,Railroad,2660,2.660000
B,10,100000,11002440,6,Oriental Avenue,Property,2000,2.000000
B,10,100000,11002440,7,Chance 1,Chance,769,0.769000
B,10,100000,11002440,8,Vermont Avenue,Property,2146,2.146000
B,10,100000,11002440,9,Connecticut Avenue,Property,2213,2.213000
B,10,100000,11002440,10,Jail / Just Visiting,Jail,13615,13.615000
B,10,100000,11002440,11,St. Charles Place,Property,2452,2.452000
B,10,100000,11002440,12,Electric Company,Utility,2637,2.637000
B,10,100000,11002440,13,States Avenue,Property,2087,2.087000
B,10,100000,11002440,14,Virginia Avenue,Property,2410,2.410000
B,10,100000,11002440,15,Pennsylvania Railroad,Railroad,2561,2.561000
B,10,100000,11002440,16,St. James Place,Property,2717,2.717000
B,10,100000,11002440,17,Community Chest 2,Community Chest,2224,2.224000
B,10,100000,11002440,18,Tennessee Avenue,Property,2793,2.793000
B,10,100000,11002440,19,New York Avenue,Property,2890,2.890000
B,10,100000,11002440,20,Free Parking,Free Parking,2775,2.775000
B,10,100000,11002440,21,Kentucky Avenue,Property,2583,2.583000
B,10,100000,11002440,22,Chance 2,Chance,1045,1.045000
B,10,100000,11002440,23,Indiana Avenue,Property,2502,2.502000
B,10,100000,11002440,24,Illinois Avenue,Property,2868,2.868000
B,10,100000,11002440,25,B. & O. Railroad,Railroad,2802,2.802000
B,10,100000,11002440,26,Atlantic Avenue,Property,2413,2.413000
B,10,100000,11002440,27,Ventnor Avenue,Property,2484,2.484000
B,10,100000,11002440,28,Water Works,Utility,2573,2.573000
B,10,100000,11002440,29,Marvin Gardens,Property,2326,2.326000
B,10,100000,11002440,30,Go to Jail,Go to Jail,0,0.000000
B,10,100000,11002440,31,Pacific Avenue,Property,2480,2.480000
B,10,100000,11002440,32,North Carolina Avenue,Property,2393,2.393000
B,10,100000,11002440,33,Community Chest 3,Community Chest,2099,2.099000
B,10,100000,11002440,34,Pennsylvania Avenue,Property,2405,2.405000
B,10,100000,11002440,35,Short Line,Railroad,2243,2.243000
B,10,100000,11002440,36,Chance 3,Chance,760,0.760000
B,10,100000,11002440,37,Park Place,Property,1896,1.896000
B,10,100000,11002440,38,Luxury Tax,Tax,2118,2.118000
B,10,100000,11002440,39,Boardwalk,Property,2398,2.398000
