strategy,run,turns,seed,index,square,type,count,percentage
A,8,1000,12438,0,GO,GO,24,2.400000
A,8,1000,12438,1,Mediterranean Avenue,Property,19,1.900000
A,8,1000,12438,2,Community Chest 1,Community Chest,23,2.300000
A,8,1000,12438,3,Baltic Avenue,Property,16,1.600000
A,8,1000,12438,4,Income Tax,Tax,19,1.900000
A,8,1000,12438,5,Reading Railroad,Railroad,32,3.200000
A,8,1000,12438,6,Oriental Avenue,Property,25,2.500000
A,8,1000,12438,7,Chance 1,Chance,9,0.900000
A,8,1000,12438,8,Vermont Avenue,Property,21,2.100000
A,8,1000,12438,9,Connecticut Avenue,Property,20,2.000000
A,8,1000,12438,10,Jail / Just Visiting,Jail,73,7.300000
A,8,1000,12438,11,St. Charles Place,Property,23,2.300000
A,8,1000,12438,12,Electric Company,Utility,25,2.500000
A,8,1000,12438,13,States Avenue,Property,20,2.000000
A,8,1000,12438,14,Virginia Avenue,Property,37,3.700000
A,8,1000,12438,15,Pennsylvania Railroad,Railroad,26,2.600000
A,8,1000,12438,16,St. James Place,Property,20,2.000000
A,8,1000,12438,17,Community Chest 2,Community Chest,26,2.600000
A,8,1000,12438,18,Tennessee Avenue,Property,21,2.100000
A,8,1000,12438,19,New York Avenue,Property,36,3.600000
A,8,1000,12438,20,Free Parking,Free Parking,34,3.400000
A,8,1000,12438,21,Kentucky Avenue,Property,39,3.900000
A,8,1000,12438,22,Chance 2,Chance,12,1.200000
A,8,1000,12438,23,Indiana Avenue,Property,17,1.700000
A,8,1000,12438,24,Illinois Avenue,Property,30,3.000000
A,8,1000,12438,25,B. & O. Railroad,Railroad,21,2.100000
A,8,1000,12438,26,Atlantic Avenue,Property,32,3.200000
A,8,1000,12438,27,Ventnor Avenue,Property,28,2.800000
A,8,1000,12438,28,Water Works,Utility,41,4.100000
A,8,1000,12438,29,Marvin Gardens,Property,30,3.000000
A,8,1000,12438,30,Go to Jail,Go to Jail,0,0.000000
A,8,1000,12438,31,Pacific Avenue,Property,22,2.200000
A,8,1000,12438,32,North Carolina Avenue,Property,30,3.000000
A,8,1000,12438,33,Community Chest 3,Community Chest,27,2.700000
A,8,1000,12438,34,Pennsylvania Avenue,Property,22,2.200000
A,8,1000,12438,35,Short Line,Railroad,26,2.600000
A,8,1000,12438,36,Chance 3,Chance,8,0.800000
A,8,1000,12438,37,Park Place,Property,16,1.600000
A,8,1000,12438,38,Luxury Tax,Tax,24,2.400000
A,8,1000,12438,39,Boardwalk,Property,26,2.600000
