strategy,run,turns,seed,index,square,type,count,percentage
B,5,100000,11002435,0,GO,GO,2911,2.911000
B,5,100000,11002435,1,Mediterranean Avenue,Property,1985,1.985000
B,5,100000,11002435,2,Community Chest 1,Community Chest,1762,1.762000
B,5,100000,11002435,3,Baltic Avenue,Property,1941,1.941000
B,5,100000,11002435,4,Income Tax,Tax,2092,2.092000
B,5,100000,11002435,5,Reading Railroad,Railroad,2756,2.756000
B,5,100000,11002435,6,Oriental Avenue,Property,2075,2.075000
B,5,100000,11002435,7,Chance 1,Chance,815,0.815000
B,5,100000,11002435,8,Vermont Avenue,Property,2143,2.143000
B,5,100000,11002435,9,Connecticut Avenue,Property,2166,2.166000
B,5,100000,11002435,10,Jail / Just Visiting,Jail,13320,13.320000
B,5,100000,11002435,11,St. Charles Place,Property,2446,2.446000
B,5,100000,11002435,12,Electric Company,Utility,2632,2.632000
B,5,100000,11002435,13,States Avenue,Property,2108,2.108000
B,5,100000,11002435,14,Virginia Avenue,Property,2383,2.383000
B,5,100000,11002435,15,Pennsylvania Railroad,Railroad,2632,2.632000
B,5,100000,11002435,16,St. James Place,Property,2637,2.637000
B,5,100000,11002435,17,Community Chest 2,Community Chest,2249,2.249000
B,5,100000,11002435,18,Tennessee Avenue,Property,2806,2.806000
B,5,100000,11002435,19,New York Avenue,Property,2912,2.912000
B,5,100000,11002435,20,Free Parking,Free Parking,2869,2.869000
B,5,100000,11002435,21,Kentucky Avenue,Property,2619,2.619000
B,5,100000,11002435,22,Chance 2,Chance,986,0.986000
B,5,100000,11002435,23,Indiana Avenue,Property,2465,2.465000
B,5,100000,11002435,24,Illinois Avenue,Property,2923,2.923000
B,5,100000,11002435,25,B. & O. Railroad,Railroad,2808,2.808000
B,5,100000,11002435,26,Atlantic Avenue,Property,2426,2.426000
B,5,100000,11002435,27,Ventnor Avenue,Property,2463,2.463000
B,5,100000,11002435,28,Water Works,Utility,2576,2.576000
B,5,100000,11002435,29,Marvin Gardens,Property,2320,2.320000
B,5,100000,11002435,30,Go to Jail,Go to Jail,0,0.000000
B,5,100000,11002435,31,Pacific Avenue,Property,2431,2.431000
B,5,100000,11002435,32,North Carolina Avenue,Property,2598,2.598000
B,5,100000,11002435,33,Community Chest 3,Community Chest,2121,2.121000
B,5,100000,11002435,34,Pennsylvania Avenue,Property,2338,2.338000
B,5,100000,11002435,35,Short Line,Railroad,2218,2.218000
B,5,100000,11002435,36,Chance 3,Chance,810,0.810000
B,5,100000,11002435,37,Park Place,Property,1874,1.874000
B,5,100000,11002435,38,Luxury Tax,Tax,2085,2.085000
B,5,100000,11002435,39,Boardwalk,Property,2299,2.299000
