strategy,run,turns,seed,index,square,type,count,percentage
A,8,100000,1002438,0,GO,GO,3090,3.090000
A,8,100000,1002438,1,Mediterranean Avenue,Property,2059,2.059000
A,8,100000,1002438,2,Community Chest 1,Community Chest,1915,1.915000
A,8,100000,1002438,3,Baltic Avenue,Property,2166,2.166000
A,8,100000,1002438,4,Income Tax,Tax,2340,2.340000
A,8,100000,1002438,5,Reading Railroad,Railroad,2905,2.905000
A,8,100000,1002438,6,Oriental Avenue,Property,2171,2.171000
A,8,100000,1002438,7,Chance 1,Chance,808,0.808000
A,8,100000,1002438,8,Vermont Avenue,Property,2355,2.355000
A,8,100000,1002438,9,Connecticut Avenue,Property,2290,2.290000
A,8,100000,1002438,10,Jail / Just Visiting,Jail,6722,6.722000
A,8,100000,1002438,11,St. Charles Place,Property,2755,2.755000
A,8,100000,1002438,12,Electric Company,Utility,2557,2.557000
A,8,100000,1002438,13,States Avenue,Property,2368,2.368000
A,8,100000,1002438,14,Virginia Avenue,Property,2470,2.470000
A,8,100000,1002438,15,Pennsylvania Railroad,Railroad,2948,2.948000
A,8,100000,1002438,16,St. James Place,Property,2797,2.797000
A,8,100000,1002438,17,Community Chest 2,Community Chest,2670,2.670000
A,8,100000,1002438,18,Tennessee Avenue,Property,3023,3.023000
A,8,100000,1002438,19,New York Avenue,Property,3194,3.194000
A,8,100000,1002438,20,Free Parking,Free Parking,2901,2.901000
A,8,100000,1002438,21,Kentucky Avenue,Property,2841,2.841000
A,8,100000,1002438,22,Chance 2,Chance,1046,1.046000
A,8,100000,1002438,23,Indiana Avenue,Property,2735,2.735000
A,8,100000,1002438,24,Illinois Avenue,Property,3204,3.204000
A,8,100000,1002438,25,B. & O. Railroad,Railroad,2958,2.958000
A,8,100000,1002438,26,Atlantic Avenue,Property,2649,2.649000
A,8,100000,1002438,27,Ventnor Avenue,Property,2603,2.603000
A,8,100000,1002438,28,Water Works,Utility,2801,2.801000
A,8,100000,1002438,29,Marvin Gardens,Property,2582,2.582000
A,8,100000,1002438,30,Go to Jail,Go to Jail,0,0.000000
A,8,100000,1002438,31,Pacific Avenue,Property,2608,2.608000
A,8,100000,1002438,32,North Carolina Avenue,Property,2677,2.677000
A,8,100000,1002438,33,Community Chest 3,Community Chest,2288,2.288000
A,8,100000,1002438,34,Pennsylvania Avenue,Property,2542,2.542000
A,8,100000,1002438,35,Short Line,Railroad,2405,2.405000
A,8,100000,1002438,36,Chance 3,Chance,908,0.908000
A,8,100000,1002438,37,Park Place,Property,2041,2.041000
A,8,100000,1002438,38,Luxury Tax,Tax,2185,2.185000
A,8,100000,1002438,39,Boardwalk,Property,2423,2.423000
