strategy,run,turns,seed,index,square,type,count,percentage
B,4,1000000,20002434,0,GO,GO,28722,2.872200
B,4,1000000,20002434,1,Mediterranean Avenue,Property,18905,1.890500
B,4,1000000,20002434,2,Community Chest 1,Community Chest,17638,1.763800
B,4,1000000,20002434,3,Baltic Avenue,Property,19538,1.953800
B,4,1000000,20002434,4,Income Tax,Tax,21379,2.137900
B,4,1000000,20002434,5,Reading Railroad,Railroad,27000,2.700000
B,4,1000000,20002434,6,Oriental Avenue,Property,21033,2.103300
B,4,1000000,20002434,7,Chance 1,Chance,7868,0.786800
B,4,1000000,20002434,8,Vermont Avenue,Property,21793,2.179300
B,4,1000000,20002434,9,Connecticut Avenue,Property,21379,2.137900
B,4,1000000,20002434,10,Jail / Just Visiting,Jail,134766,13.476600
B,4,1000000,20002434,11,St. Charles Place,Property,25271,2.527100
B,4,1000000,20002434,12,Electric Company,Utility,25931,2.593100
B,4,1000000,20002434,13,States Avenue,Property,21143,2.114300
B,4,1000000,20002434,14,Virginia Avenue,Property,24125,2.412500
B,4,1000000,20002434,15,Pennsylvania Railroad,Railroad,25842,2.584200
B,4,1000000,20002434,16,St. James Place,Property,26865,2.686500
B,4,1000000,20002434,17,Community Chest 2,Community Chest,22904,2.290400
B,4,1000000,20002434,18,Tennessee Avenue,Property,28403,2.840300
B,4,1000000,20002434,19,New York Avenue,Property,27880,2.788000
B,4,1000000,20002434,20,Free Parking,Free Parking,28221,2.822100
B,4,1000000,20002434,21,Kentucky Avenue,Property,25724,2.572400
B,4,1000000,20002434,22,Chance 2,Chance,10341,1.034100
B,4,1000000,20002434,23,Indiana Avenue,Property,25071,2.507100
B,4,1000000,20002434,24,Illinois Avenue,Property,29296,2.929600
B,4,1000000,20002434,25,B. & O. Railroad,Railroad,28256,2.825600
B,4,1000000,20002434,26,Atlantic Avenue,Property,24847,2.484700
B,4,1000000,20002434,27,Ventnor Avenue,Property,24070,2.407000
B,4,1000000,20002434,28,Water Works,Utility,25455,2.545500
B,4,1000000,20002434,29,Marvin Gardens,Property,23556,2.355600
B,4,1000000,20002434,30,Go to Jail,Go to Jail,0,0.000000
B,4,1000000,20002434,31,Pacific Avenue,Property,23921,2.392100
B,4,1000000,20002434,32,North Carolina Avenue,Property,25140,2.514000
B,4,1000000,20002434,33,Community Chest 3,Community Chest,21377,2.137700
B,4,1000000,20002434,34,Pennsylvania Avenue,Property,23466,2.346600
B,4,1000000,20002434,35,Short Line,Railroad,21581,2.158100
B,4,1000000,20002434,36,Chance 3,Chance,7792,0.779200
B,4,1000000,20002434,37,Park Place,Property,19220,1.922000
B,4,1000000,20002434,38,Luxury Tax,Tax,20430,2.043000
B,4,1000000,20002434,39,Boardwalk,Property,23851,2.385100
