strategy,run,turns,seed,index,square,type,count,percentage
B,1,1000000,20002431,0,GO,GO,29232,2.923200
B,1,1000000,20002431,1,Mediterranean Avenue,Property,19112,1.911200
B,1,1000000,20002431,2,Community Chest 1,Community Chest,17830,1.783000
B,1,1000000,20002431,3,Baltic Avenue,Property,19637,1.963700
B,1,1000000,20002431,4,Income Tax,Tax,21173,2.117300
B,1,1000000,20002431,5,Reading Railroad,Railroad,26911,2.691100
B,1,1000000,20002431,6,Oriental Avenue,Property,20882,2.088200
B,1,1000000,20002431,7,Chance 1,Chance,7737,0.773700
B,1,1000000,20002431,8,Vermont Avenue,Property,21571,2.157100
B,1,1000000,20002431,9,Connecticut Avenue,Property,21337,2.133700
B,1,1000000,20002431,10,Jail / Just Visiting,Jail,135237,13.523700
B,1,1000000,20002431,11,St. Charles Place,Property,24962,2.496200
B,1,1000000,20002431,12,Electric Company,Utility,25811,2.581100
B,1,1000000,20002431,13,States Avenue,Property,21380,2.138000
B,1,1000000,20002431,14,Virginia Avenue,Property,24141,2.414100
B,1,1000000,20002431,15,Pennsylvania Railroad,Railroad,25773,2.577300
B,1,1000000,20002431,16,St. James Place,Property,26732,2.673200
B,1,1000000,20002431,17,Community Chest 2,Community Chest,23004,2.300400
B,1,1000000,20002431,18,Tennessee Avenue,Property,28341,2.834100
B,1,1000000,20002431,19,New York Avenue,Property,28128,2.812800
B,1,1000000,20002431,20,Free Parking,Free Parking,28265,2.826500
B,1,1000000,20002431,21,Kentucky Avenue,Property,25686,2.568600
B,1,1000000,20002431,22,Chance 2,Chance,10194,1.019400
B,1,1000000,20002431,23,Indiana Avenue,Property,25046,2.504600
B,1,1000000,20002431,24,Illinois Avenue,Property,29294,2.929400
B,1,1000000,20002431,25,B. & O. Railroad,Railroad,28057,2.805700
B,1,1000000,20002431,26,Atlantic Avenue,Property,24626,2.462600
B,1,1000000,20002431,27,Ventnor Avenue,Property,24159,2.415900
B,1,1000000,20002431,28,Water Works,Utility,25842,2.584200
B,1,1000000,20002431,29,Marvin Gardens,Property,23348,2.334800
B,1,1000000,20002431,30,Go to Jail,Go to Jail,0,0.000000
B,1,1000000,20002431,31,Pacific Avenue,Property,24139,2.413900
B,1,1000000,20002431,32,North Carolina Avenue,Property,24928,2.492800
B,1,1000000,20002431,33,Community Chest 3,Community Chest,21336,2.133600
B,1,1000000,20002431,34,Pennsylvania Avenue,Property,23731,2.373100
B,1,1000000,20002431,35,Short Line,Railroad,21567,2.156700
B,1,1000000,20002431,36,Chance 3,Chance,7865,0.786500
B,1,1000000,20002431,37,Park Place,Property,19222,1.922200
B,1,1000000,20002431,38,Luxury Tax,Tax,20239,2.023900
B,1,1000000,20002431,39,Boardwalk,Property,23525,2.352500
