strategy,run,turns,seed,index,square,type,count,percentage
B,9,1000,10012439,0,GO,GO,23,2.300000
B,9,1000,10012439,1,Mediterranean Avenue,Property,18,1.800000
B,9,1000,10012439,2,Community Chest 1,Community Chest,13,1.300000
B,9,1000,10012439,3,Baltic Avenue,Property,21,2.100000
B,9,1000,10012439,4,Income Tax,Tax,20,2.000000
B,9,1000,10012439,5,Reading Railroad,Railroad,35,3.500000
B,9,1000,10012439,6,Oriental Avenue,Property,17,1.700000
B,9,1000,10012439,7,Chance 1,Chance,9,0.900000
B,9,1000,10012439,8,Vermont Avenue,Property,22,2.200000
B,9,1000,10012439,9,Connecticut Avenue,Property,24,2.400000
B,9,1000,10012439,10,Jail / Just Visiting,Jail,116,11.600000
B,9,1000,10012439,11,St. Charles Place,Property,21,2.100000
B,9,1000,10012439,12,Electric Company,Utility,27,2.700000
B,9,1000,10012439,13,States Avenue,Property,27,2.700000
B,9,1000,10012439,14,Virginia Avenue,Property,15,1.500000
B,9,1000,10012439,15,Pennsylvania Railroad,Railroad,25,2.500000
B,9,1000,10012439,16,St. James Place,Property,26,2.600000
B,9,1000,10012439,17,Community Chest 2,Community Chest,23,2.300000
B,9,1000,10012439,18,Tennessee Avenue,Property,29,2.900000
B,9,1000,10012439,19,New York Avenue,Property,27,2.700000
B,9,1000,10012439,20,Free Parking,Free Parking,39,3.900000
B,9,1000,10012439,21,Kentucky Avenue,Property,30,3.000000
B,9,1000,10012439,22,Chance 2,Chance,6,0.600000
B,9,1000,10012439,23,Indiana Avenue,Property,20,2.000000
B,9,1000,10012439,24,Illinois Avenue,Property,28,2.800000
B,9,1000,10012439,25,B. & O. Railroad,Railroad,35,3.500000
B,9,1000,10012439,26,Atlantic Avenue,Property,27,2.700000
B,9,1000,10012439,27,Ventnor Avenue,Property,27,2.700000
B,9,1000,10012439,28,Water Works,Utility,25,2.500000
B,9,1000,10012439,29,Marvin Gardens,Property,30,3.000000
B,9,1000,10012439,30,Go to Jail,Go to Jail,0,0.000000
B,9,1000,10012439,31,Pacific Avenue,Property,27,2.700000
B,9,1000,10012439,32,North Carolina Avenue,Property,19,1.900000
B,9,1000,10012439,33,Community Chest 3,Community Chest,18,1.800000
B,9,1000,10012439,34,Pennsylvania Avenue,Property,32,3.200000
B,9,1000,10012439,35,Short Line,Railroad,21,2.100000
B,9,1000,10012439,36,Chance 3,Chance,7,0.700000
B,9,1000,10012439,37,Park Place,Property,19,1.900000
B,9,1000,10012439,38,Luxury Tax,Tax,22,2.200000
B,9,1000,10012439,39,Boardwalk,Property,30,3.000000
