strategy,run,turns,seed,index,square,type,count,percentage
B,8,100000,11002438,0,GO,GO,2859,2.859000
B,8,100000,11002438,1,Mediterranean Avenue,Property,1925,1.925000
B,8,100000,11002438,2,Community Chest 1,Community Chest,1779,1.779000
B,8,100000,11002438,3,Baltic Avenue,Property,1938,1.938000
B,8,100000,11002438,4,Income Tax,Tax,2097,2.097000
B,8,100000,11002438,5,Reading Railroad,Railroad,2737,2.737000
B,8,100000,11002438,6,Oriental Avenue,Property,2098,2.098000
B,8,100000,11002438,7,Chance 1,Chance,804,0.804000
B,8,100000,11002438,8,Vermont Avenue,Property,2118,2.118000
B,8,100000,11002438,9,Connecticut Avenue,Property,2143,2.143000
B,8,100000,11002438,10,Jail / Just Visiting,Jail,13338,13.338000
B,8,100000,11002438,11,St. Charles Place,Property,2499,2.499000
B,8,100000,11002438,12,Electric Company,Utility,2556,2.556000
B,8,100000,11002438,13,States Avenue,Property,2087,2.087000
B,8,100000,11002438,14,Virginia Avenue,Property,2414,2.414000
B,8,100000,11002438,15,Pennsylvania Railroad,Railroad,2719,2.719000
B,8,100000,11002438,16,St. James Place,Property,2624,2.624000
B,8,100000,11002438,17,Community Chest 2,Community Chest,2283,2.283000
B,8,100000,11002438,18,Tennessee Avenue,Property,2791,2.791000
B,8,100000,11002438,19,New York Avenue,Property,2781,2.781000
B,8,100000,11002438,20,Free Parking,Free Parking,2849,2.849000
B,8,100000,11002438,21,Kentucky Avenue,Property,2536,2.536000
B,8,100000,11002438,22,Chance 2,Chance,1002,1.002000
B,8,100000,11002438,23,Indiana Avenue,Property,2488,2.488000
B,8,100000,11002438,24,Illinois Avenue,Property,3006,3.006000
B,8,100000,11002438,25,B. & O. Railroad,Railroad,2842,2.842000
B,8,100000,11002438,26,Atlantic Avenue,Property,2470,2.470000
B,8,100000,11002438,27,Ventnor Avenue,Property,2505,2.505000
B,8,100000,11002438,28,Water Works,Utility,2553,2.553000
B,8,100000,11002438,29,Marvin Gardens,Property,2320,2.320000
B,8,100000,11002438,30,Go to Jail,Go to Jail,0,0.000000
B,8,100000,11002438,31,Pacific Avenue,Property,2437,2.437000
B,8,100000,11002438,32,North Carolina Avenue,Property,2471,2.471000
B,8,100000,11002438,33,Community Chest 3,Community Chest,2127,2.127000
B,8,100000,11002438,34,Pennsylvania Avenue,Property,2453,2.453000
B,8,100000,11002438,35,Short Line,Railroad,2207,2.207000
B,8,100000,11002438,36,Chance 3,Chance,784,0.784000
B,8,100000,11002438,37,Park Place,Property,1889,1.889000
B,8,100000,11002438,38,Luxury Tax,Tax,2121,2.121000
B,8,100000,11002438,39,Boardwalk,Property,2350,2.350000
