strategy,run,turns,seed,index,square,type,count,percentage
A,10,1000000,10002440,0,GO,GO,31610,3.161000
A,10,1000000,10002440,1,Mediterranean Avenue,Property,20313,2.031300
A,10,1000000,10002440,2,Community Chest 1,Community Chest,18948,1.894800
A,10,1000000,10002440,3,Baltic Avenue,Property,21180,2.118000
A,10,1000000,10002440,4,Income Tax,Tax,23024,2.302400
A,10,1000000,10002440,5,Reading Railroad,Railroad,29213,2.921300
A,10,1000000,10002440,6,Oriental Avenue,Property,22494,2.249400
A,10,1000000,10002440,7,Chance 1,Chance,8214,0.821400
A,10,1000000,10002440,8,Vermont Avenue,Property,23410,2.341000
A,10,1000000,10002440,9,Connecticut Avenue,Property,22920,2.292000
A,10,1000000,10002440,10,Jail / Just Visiting,Jail,68411,6.841100
A,10,1000000,10002440,11,St. Charles Place,Property,27109,2.710900
A,10,1000000,10002440,12,Electric Company,Utility,25809,2.580900
A,10,1000000,10002440,13,States Avenue,Property,23728,2.372800
A,10,1000000,10002440,14,Virginia Avenue,Property,24439,2.443900
A,10,1000000,10002440,15,Pennsylvania Railroad,Railroad,29554,2.955400
A,10,1000000,10002440,16,St. James Place,Property,28009,2.800900
A,10,1000000,10002440,17,Community Chest 2,Community Chest,26689,2.668900
A,10,1000000,10002440,18,Tennessee Avenue,Property,29827,2.982700
A,10,1000000,10002440,19,New York Avenue,Property,31822,3.182200
A,10,1000000,10002440,20,Free Parking,Free Parking,28804,2.880400
A,10,1000000,10002440,21,Kentucky Avenue,Property,28275,2.827500
A,10,1000000,10002440,22,Chance 2,Chance,10376,1.037600
A,10,1000000,10002440,23,Indiana Avenue,Property,26835,2.683500
A,10,1000000,10002440,24,Illinois Avenue,Property,32093,3.209300
A,10,1000000,10002440,25,B. & O. Railroad,Railroad,30097,3.009700
A,10,1000000,10002440,26,Atlantic Avenue,Property,26902,2.690200
A,10,1000000,10002440,27,Ventnor Avenue,Property,25838,2.583800
A,10,1000000,10002440,28,Water Works,Utility,27913,2.791300
A,10,1000000,10002440,29,Marvin Gardens,Property,25156,2.515600
A,10,1000000,10002440,30,Go to Jail,Go to Jail,0,0.000000
A,10,1000000,10002440,31,Pacific Avenue,Property,26009,2.600900
A,10,1000000,10002440,32,North Carolina Avenue,Property,26945,2.694500
A,10,1000000,10002440,33,Community Chest 3,Community Chest,22888,2.288800
A,10,1000000,10002440,34,Pennsylvania Avenue,Property,25501,2.550100
A,10,1000000,10002440,35,Short Line,Railroad,23570,2.357000
A,10,1000000,10002440,36,Chance 3,Chance,8445,0.844500
A,10,1000000,10002440,37,Park Place,Property,20494,2.049400
A,10,1000000,10002440,38,Luxury Tax,Tax,21896,2.189600
A,10,1000000,10002440,39,Boardwalk,Property,25240,2.524000
