strategy,run,turns,seed,index,square,type,count,percentage
B,5,1000000,20002435,0,GO,GO,28982,2.898200
B,5,1000000,20002435,1,Mediterranean Avenue,Property,18704,1.870400
B,5,1000000,20002435,2,Community Chest 1,Community Chest,17667,1.766700
B,5,1000000,20002435,3,Baltic Avenue,Property,19196,1.919600
B,5,1000000,20002435,4,Income Tax,Tax,21175,2.117500
B,5,1000000,20002435,5,Reading Railroad,Railroad,27209,2.720900
B,5,1000000,20002435,6,Oriental Avenue,Property,20991,2.099100
B,5,1000000,20002435,7,Chance 1,Chance,7776,0.777600
B,5,1000000,20002435,8,Vermont Avenue,Property,21543,2.154300
B,5,1000000,20002435,9,Connecticut Avenue,Property,21333,2.133300
B,5,1000000,20002435,10,Jail / Just Visiting,Jail,135133,13.513300
B,5,1000000,20002435,11,St. Charles Place,Property,24837,2.483700
B,5,1000000,20002435,12,Electric Company,Utility,25814,2.581400
B,5,1000000,20002435,13,States Avenue,Property,21496,2.149600
B,5,1000000,20002435,14,Virginia Avenue,Property,24017,2.401700
B,5,1000000,20002435,15,Pennsylvania Railroad,Railroad,25940,2.594000
B,5,1000000,20002435,16,St. James Place,Property,26857,2.685700
B,5,1000000,20002435,17,Community Chest 2,Community Chest,22539,2.253900
B,5,1000000,20002435,18,Tennessee Avenue,Property,28078,2.807800
B,5,1000000,20002435,19,New York Avenue,Property,28636,2.863600
B,5,1000000,20002435,20,Free Parking,Free Parking,28309,2.830900
B,5,1000000,20002435,21,Kentucky Avenue,Property,25708,2.570800
B,5,1000000,20002435,22,Chance 2,Chance,10342,1.034200
B,5,1000000,20002435,23,Indiana Avenue,Property,24925,2.492500
B,5,1000000,20002435,24,Illinois Avenue,Property,29252,2.925200
B,5,1000000,20002435,25,B. & O. Railroad,Railroad,27980,2.798000
B,5,1000000,20002435,26,Atlantic Avenue,Property,24926,2.492600
B,5,1000000,20002435,27,Ventnor Avenue,Property,24596,2.459600
B,5,1000000,20002435,28,Water Works,Utility,25617,2.561700
B,5,1000000,20002435,29,Marvin Gardens,Property,23115,2.311500
B,5,1000000,20002435,30,Go to Jail,Go to Jail,0,0.000000
B,5,1000000,20002435,31,Pacific Avenue,Property,24270,2.427000
B,5,1000000,20002435,32,North Carolina Avenue,Property,24880,2.488000
B,5,1000000,20002435,33,Community Chest 3,Community Chest,21464,2.146400
B,5,1000000,20002435,34,Pennsylvania Avenue,Property,23378,2.337800
B,5,1000000,20002435,35,Short Line,Railroad,21932,2.193200
B,5,1000000,20002435,36,Chance 3,Chance,7874,0.787400
B,5,1000000,20002435,37,Park Place,Property,19415,1.941500
B,5,1000000,20002435,38,Luxury Tax,Tax,20457,2.045700
B,5,1000000,20002435,39,Boardwalk,Property,23637,2.363700
