strategy,run,turns,seed,index,square,type,count,percentage
B,8,100,10003438,0,GO,GO,1,1.000000
B,8,100,10003438,1,Mediterranean Avenue,Property,3,3.000000
B,8,100,10003438,2,Community Chest 1,Community Chest,3,3.000000
B,8,100,10003438,3,Baltic Avenue,Property,1,1.000000
B,8,100,10003438,4,Income Tax,Tax,1,1.000000
B,8,100,10003438,5,Reading Railroad,Railroad,3,3.000000
B,8,100,10003438,6,Oriental Avenue,Property,1,1.000000
B,8,100,10003438,7,Chance 1,Chance,1,1.000000
B,8,100,10003438,8,Vermont Avenue,Property,2,2.000000
B,8,100,10003438,9,Connecticut Avenue,Property,5,5.000000
B,8,100,10003438,10,Jail / Just Visiting,Jail,16,16.000000
B,8,100,10003438,11,St. Charles Place,Property,3,3.000000
B,8,100,10003438,12,Electric Company,Utility,4,4.000000
B,8,100,10003438,13,States Avenue,Property,1,1.000000
B,8,100,10003438,14,Virginia Avenue,Property,2,2.000000
B,8,100,10003438,15,Pennsylvania Railroad,Railroad,1,1.000000
B,8,100,10003438,16,St. James Place,Property,1,1.000000
B,8,100,10003438,17,Community Chest 2,Community Chest,3,3.000000
B,8,100,10003438,18,Tennessee Avenue,Property,3,3.000000
B,8,100,10003438,19,New York Avenue,Property,3,3.000000
B,8,100,10003438,20,Free Parking,Free Parking,3,3.000000
B,8,100,10003438,21,Kentucky Avenue,Property,2,2.000000
B,8,100,10003438,22,Chance 2,Chance,1,1.000000
B,8,100,10003438,23,Indiana Avenue,Property,0,0.000000
B,8,100,10003438,24,Illinois Avenue,Property,5,5.000000
B,8,100,10003438,25,B. & O. Railroad,Railroad,0,0.000000
B,8,100,10003438,26,Atlantic Avenue,Property,4,4.000000
B,8,100,10003438,27,Ventnor Avenue,Property,4,4.000000
B,8,100,10003438,28,Water Works,Utility,2,2.000000
B,8,100,10003438,29,Marvin Gardens,Property,0,0.000000
B,8,100,10003438,30,Go to Jail,Go to Jail,0,0.000000
B,8,100,10003438,31,Pacific Avenue,Property,5,5.000000
B,8,100,10003438,32,North Carolina Avenue,Property,2,2.000000
B,8,100,10003438,33,Community Chest 3,Community Chest,2,2.000000
B,8,100,10003438,34,Pennsylvania Avenue,Property,1,1.000000
B,8,100,10003438,35,Short Line,Railroad,3,3.000000
B,8,100,10003438,36,Chance 3,Chance,1,1.000000
B,8,100,10003438,37,Park Place,Property,1,1.000000
B,8,100,10003438,38,Luxury Tax,Tax,3,3.000000
B,8,100,10003438,39,Boardwalk,Property,3,3.000000
