strategy,run,turns,seed,index,square,type,count,percentage
A,10,100000,1002440,0,GO,GO,3112,3.112000
A,10,100000,1002440,1,Mediterranean Avenue,Property,2030,2.030000
A,10,100000,1002440,2,Community Chest 1,Community Chest,1807,1.807000
A,10,100000,1002440,3,Baltic Avenue,Property,2140,2.140000
A,10,100000,1002440,4,Income Tax,Tax,2304,2.304000
A,10,100000,1002440,5,Reading Railroad,Railroad,2921,2.921000
A,10,100000,1002440,6,Oriental Avenue,Property,2174,2.174000
A,10,100000,1002440,7,Chance 1,Chance,800,0.800000
A,10,100000,1002440,8,Vermont Avenue,Property,2319,2.319000
A,10,100000,1002440,9,Connecticut Avenue,Property,2343,2.343000
A,10,100000,1002440,10,Jail / Just Visiting,Jail,6933,6.933000
A,10,100000,1002440,11,St. Charles Place,Property,2714,2.714000
A,10,100000,1002440,12,Electric Company,Utility,2530,2.530000
A,10,100000,1002440,13,States Avenue,Property,2335,2.335000
A,10,100000,1002440,14,Virginia Avenue,Property,2443,2.443000
A,10,100000,1002440,15,Pennsylvania Railroad,Railroad,3094,3.094000
A,10,100000,1002440,16,St. James Place,Property,2814,2.814000
A,10,100000,1002440,17,Community Chest 2,Community Chest,2658,2.658000
A,10,100000,1002440,18,Tennessee Avenue,Property,2968,2.968000
A,10,100000,1002440,19,New York Avenue,Property,3232,3.232000
A,10,100000,1002440,20,Free Parking,Free Parking,2961,2.961000
A,10,100000,1002440,21,Kentucky Avenue,Property,2725,2.725000
A,10,100000,1002440,22,Chance 2,Chance,1007,1.007000
A,10,100000,1002440,23,Indiana Avenue,Property,2696,2.696000
A,10,100000,1002440,24,Illinois Avenue,Property,3192,3.192000
A,10,100000,1002440,25,B. & O. Railroad,Railroad,3030,3.030000
A,10,100000,1002440,26,Atlantic Avenue,Property,2832,2.832000
A,10,100000,1002440,27,Ventnor Avenue,Property,2542,2.542000
A,10,100000,1002440,28,Water Works,Utility,2706,2.706000
A,10,100000,1002440,29,Marvin Gardens,Property,2578,2.578000
A,10,100000,1002440,30,Go to Jail,Go to Jail,0,0.000000
A,10,100000,1002440,31,Pacific Avenue,Property,2601,2.601000
A,10,100000,1002440,32,North Carolina Avenue,Property,2644,2.644000
A,10,100000,1002440,33,Community Chest 3,Community Chest,2326,2.326000
A,10,100000,1002440,34,Pennsylvania Avenue,Property,2479,2.479000
A,10,100000,1002440,35,Short Line,Railroad,2319,2.319000
A,10,100000,1002440,36,Chance 3,Chance,850,0.850000
A,10,100000,1002440,37,Park Place,Property,2070,2.070000
A,10,100000,1002440,38,Luxury Tax,Tax,2228,2.228000
A,10,100000,1002440,39,Boardwalk,Property,2543,2.543000
