strategy,run,turns,seed,index,square,type,count,percentage
B,6,100000,11002436,0,GO,GO,2949,2.949000
B,6,100000,11002436,1,Mediterranean Avenue,Property,1898,1.898000
B,6,100000,11002436,2,Community Chest 1,Community Chest,1760,1.760000
B,6,100000,11002436,3,Baltic Avenue,Property,1858,1.858000
B,6,100000,11002436,4,Income Tax,Tax,2126,2.126000
B,6,100000,11002436,5,Reading Railroad,Railroad,2729,2.729000
B,6,100000,11002436,6,Oriental Avenue,Property,2114,2.114000
B,6,100000,11002436,7,Chance 1,Chance,774,0.774000
B,6,100000,11002436,8,Vermont Avenue,Property,2162,2.162000
B,6,100000,11002436,9,Connecticut Avenue,Property,2158,2.158000
B,6,100000,11002436,10,Jail / Just Visiting,Jail,13466,13.466000
B,6,100000,11002436,11,St. Charles Place,Property,2432,2.432000
B,6,100000,11002436,12,Electric Company,Utility,2564,2.564000
B,6,100000,11002436,13,States Avenue,Property,2109,2.109000
B,6,100000,11002436,14,Virginia Avenue,Property,2479,2.479000
B,6,100000,11002436,15,Pennsylvania Railroad,Railroad,2592,2.592000
B,6,100000,11002436,16,St. James Place,Property,2726,2.726000
B,6,100000,11002436,17,Community Chest 2,Community Chest,2318,2.318000
B,6,100000,11002436,18,Tennessee Avenue,Property,2726,2.726000
B,6,100000,11002436,19,New York Avenue,Property,2734,2.734000
B,6,100000,11002436,20,Free Parking,Free Parking,2866,2.866000
B,6,100000,11002436,21,Kentucky Avenue,Property,2531,2.531000
B,6,100000,11002436,22,Chance 2,Chance,984,0.984000
B,6,100000,11002436,23,Indiana Avenue,Property,2616,2.616000
B,6,100000,11002436,24,Illinois Avenue,Property,2917,2.917000
B,6,100000,11002436,25,B. & O. Railroad,Railroad,2769,2.769000
B,6,100000,11002436,26,Atlantic Avenue,Property,2439,2.439000
B,6,100000,11002436,27,Ventnor Avenue,Property,2381,2.381000
B,6,100000,11002436,28,Water Works,Utility,2675,2.675000
B,6,100000,11002436,29,Marvin Gardens,Property,2299,2.299000
B,6,100000,11002436,30,Go to Jail,Go to Jail,0,0.000000
B,6,100000,11002436,31,Pacific Avenue,Property,2479,2.479000
B,6,100000,11002436,32,North Carolina Avenue,Property,2453,2.453000
B,6,100000,11002436,33,Community Chest 3,Community Chest,2164,2.164000
B,6,100000,11002436,34,Pennsylvania Avenue,Property,2355,2.355000
B,6,100000,11002436,35,Short Line,Railroad,2210,2.210000
B,6,100000,11002436,36,Chance 3,Chance,783,0.783000
B,6,100000,11002436,37,Park Place,Property,1986,1.986000
B,6,100000,11002436,38,Luxury Tax,Tax,2082,2.082000
B,6,100000,11002436,39,Boardwalk,Property,2337,2.337000
