strategy,run,turns,seed,index,square,type,count,percentage
B,7,100000,11002437,0,GO,GO,2876,2.876000
B,7,100000,11002437,1,Mediterranean Avenue,Property,1881,1.881000
B,7,100000,11002437,2,Community Chest 1,Community Chest,1721,1.721000
B,7,100000,11002437,3,Baltic Avenue,Property,2003,2.003000
B,7,100000,11002437,4,Income Tax,Tax,2080,2.080000
B,7,100000,11002437,5,Reading Railroad,Railroad,2645,2.645000
B,7,100000,11002437,6,Oriental Avenue,Property,2131,2.131000
B,7,100000,11002437,7,Chance 1,Chance,769,0.769000
B,7,100000,11002437,8,Vermont Avenue,Property,2130,2.130000
B,7,100000,11002437,9,Connecticut Avenue,Property,2146,2.146000
B,7,100000,11002437,10,Jail / Just Visiting,Jail,13521,13.521000
B,7,100000,11002437,11,St. Charles Place,Property,2553,2.553000
B,7,100000,11002437,12,Electric Company,Utility,2648,2.648000
B,7,100000,11002437,13,States Avenue,Property,2084,2.084000
B,7,100000,11002437,14,Virginia Avenue,Property,2355,2.355000
B,7,100000,11002437,15,Pennsylvania Railroad,Railroad,2625,2.625000
B,7,100000,11002437,16,St. James Place,Property,2663,2.663000
B,7,100000,11002437,17,Community Chest 2,Community Chest,2315,2.315000
B,7,100000,11002437,18,Tennessee Avenue,Property,2874,2.874000
B,7,100000,11002437,19,New York Avenue,Property,2824,2.824000
B,7,100000,11002437,20,Free Parking,Free Parking,2838,2.838000
B,7,100000,11002437,21,Kentucky Avenue,Property,2530,2.530000
B,7,100000,11002437,22,Chance 2,Chance,1006,1.006000
B,7,100000,11002437,23,Indiana Avenue,Property,2431,2.431000
B,7,100000,11002437,24,Illinois Avenue,Property,2997,2.997000
B,7,100000,11002437,25,B. & O. Railroad,Railroad,2902,2.902000
B,7,100000,11002437,26,Atlantic Avenue,Property,2494,2.494000
B,7,100000,11002437,27,Ventnor Avenue,Property,2392,2.392000
B,7,100000,11002437,28,Water Works,Utility,2557,2.557000
B,7,100000,11002437,29,Marvin Gardens,Property,2306,2.306000
B,7,100000,11002437,30,Go to Jail,Go to Jail,0,0.000000
B,7,100000,11002437,31,Pacific Avenue,Property,2392,2.392000
B,7,100000,11002437,32,North Carolina Avenue,Property,2489,2.489000
B,7,100000,11002437,33,Community Chest 3,Community Chest,2161,2.161000
B,7,100000,11002437,34,Pennsylvania Avenue,Property,2363,2.363000
B,7,100000,11002437,35,Short Line,Railroad,2192,2.192000
B,7,100000,11002437,36,Chance 3,Chance,787,0.787000
B,7,100000,11002437,37,Park Place,Property,1924,1.924000
B,7,100000,11002437,38,Luxury Tax,Tax,2061,2.061000
B,7,100000,11002437,39,Boardwalk,Property,2334,2.334000
