strategy,run,turns,seed,index,square,type,count,percentage
B,4,100000,11002434,0,GO,GO,2864,2.864000
B,4,100000,11002434,1,Mediterranean Avenue,Property,1854,1.854000
B,4,100000,11002434,2,Community Chest 1,Community Chest,1759,1.759000
B,4,100000,11002434,3,Baltic Avenue,Property,1962,1.962000
B,4,100000,11002434,4,Income Tax,Tax,2125,2.125000
B,4,100000,11002434,5,Reading Railroad,Railroad,2679,2.679000
B,4,100000,11002434,6,Oriental Avenue,Property,2055,2.055000
B,4,100000,11002434,7,Chance 1,Chance,723,0.723000
B,4,100000,11002434,8,Vermont Avenue,Property,2222,2.222000
B,4,100000,11002434,9,Connecticut Avenue,Property,2175,2.175000
B,4,100000,11002434,10,Jail / Just Visiting,Jail,13508,13.508000
B,4,100000,11002434,11,St. Charles Place,Property,2536,2.536000
B,4,100000,11002434,12,Electric Company,Utility,2560,2.560000
B,4,100000,11002434,13,States Avenue,Property,2117,2.117000
B,4,100000,11002434,14,Virginia Avenue,Property,2434,2.434000
B,4,100000,11002434,15,Pennsylvania Railroad,Railroad,2637,2.637000
B,4,100000,11002434,16,St. James Place,Property,2596,2.596000
B,4,100000,11002434,17,Community Chest 2,Community Chest,2250,2.250000
B,4,100000,11002434,18,Tennessee Avenue,Property,2820,2.820000
B,4,100000,11002434,19,New York Avenue,Property,2826,2.826000
B,4,100000,11002434,20,Free Parking,Free Parking,2789,2.789000
B,4,100000,11002434,21,Kentucky Avenue,Property,2562,2.562000
B,4,100000,11002434,22,Chance 2,Chance,1066,1.066000
B,4,100000,11002434,23,Indiana Avenue,Property,2460,2.460000
B,4,100000,11002434,24,Illinois Avenue,Property,2903,2.903000
B,4,100000,11002434,25,B. & O. Railroad,Railroad,2800,2.800000
B,4,100000,11002434,26,Atlantic Avenue,Property,2451,2.451000
B,4,100000,11002434,27,Ventnor Avenue,Property,2463,2.463000
B,4,100000,11002434,28,Water Works,Utility,2591,2.591000
B,4,100000,11002434,29,Marvin Gardens,Property,2364,2.364000
B,4,100000,11002434,30,Go to Jail,Go to Jail,0,0.000000
B,4,100000,11002434,31,Pacific Avenue,Property,2379,2.379000
B,4,100000,11002434,32,North Carolina Avenue,Property,2594,2.594000
B,4,100000,11002434,33,Community Chest 3,Community Chest,2185,2.185000
B,4,100000,11002434,34,Pennsylvania Avenue,Property,2352,2.352000
B,4,100000,11002434,35,Short Line,Railroad,2188,2.188000
B,4,100000,11002434,36,Chance 3,Chance,780,0.780000
B,4,100000,11002434,37,Park Place,Property,1925,1.925000
B,4,100000,11002434,38,Luxury Tax,Tax,2086,2.086000
B,4,100000,11002434,39,Boardwalk,Property,2360,2.360000
