strategy,run,turns,seed,index,square,type,count,percentage
A,4,100000,1002434,0,GO,GO,3081,3.081000
A,4,100000,1002434,1,Mediterranean Avenue,Property,2014,2.014000
A,4,100000,1002434,2,Community Chest 1,Community Chest,1854,1.854000
A,4,100000,1002434,3,Baltic Avenue,Property,2106,2.106000
A,4,100000,1002434,4,Income Tax,Tax,2312,2.312000
A,4,100000,1002434,5,Reading Railroad,Railroad,2984,2.984000
A,4,100000,1002434,6,Oriental Avenue,Property,2272,2.272000
A,4,100000,1002434,7,Chance 1,Chance,780,0.780000
A,4,100000,1002434,8,Vermont Avenue,Property,2390,2.390000
A,4,100000,1002434,9,Connecticut Avenue,Property,2291,2.291000
A,4,100000,1002434,10,Jail / Just Visiting,Jail,6878,6.878000
A,4,100000,1002434,11,St. Charles Place,Property,2712,2.712000
A,4,100000,1002434,12,Electric Company,Utility,2522,2.522000
A,4,100000,1002434,13,States Avenue,Property,2395,2.395000
A,4,100000,1002434,14,Virginia Avenue,Property,2395,2.395000
A,4,100000,1002434,15,Pennsylvania Railroad,Railroad,2888,2.888000
A,4,100000,1002434,16,St. James Place,Property,2931,2.931000
A,4,100000,1002434,17,Community Chest 2,Community Chest,2695,2.695000
A,4,100000,1002434,18,Tennessee Avenue,Property,2953,2.953000
A,4,100000,1002434,19,New York Avenue,Property,3181,3.181000
A,4,100000,1002434,20,Free Parking,Free Parking,2897,2.897000
A,4,100000,1002434,21,Kentucky Avenue,Property,2833,2.833000
A,4,100000,1002434,22,Chance 2,Chance,1022,1.022000
A,4,100000,1002434,23,Indiana Avenue,Property,2677,2.677000
A,4,100000,1002434,24,Illinois Avenue,Property,3193,3.193000
A,4,100000,1002434,25,B. & O. Railroad,Railroad,3001,3.001000
A,4,100000,1002434,26,Atlantic Avenue,Property,2779,2.779000
A,4,100000,1002434,27,Ventnor Avenue,Property,2501,2.501000
A,4,100000,1002434,28,Water Works,Utility,2765,2.765000
A,4,100000,1002434,29,Marvin Gardens,Property,2533,2.533000
A,4,100000,1002434,30,Go to Jail,Go to Jail,0,0.000000
A,4,100000,1002434,31,Pacific Avenue,Property,2638,2.638000
A,4,100000,1002434,32,North Carolina Avenue,Property,2713,2.713000
A,4,100000,1002434,33,Community Chest 3,Community Chest,2328,2.328000
A,4,100000,1002434,34,Pennsylvania Avenue,Property,2428,2.428000
A,4,100000,1002434,35,Short Line,Railroad,2393,2.393000
A,4,100000,1002434,36,Chance 3,Chance,861,0.861000
A,4,100000,1002434,37,Park Place,Property,2071,2.071000
A,4,100000,1002434,38,Luxury Tax,Tax,2171,2.171000
A,4,100000,1002434,39,Boardwalk,Property,2562,2.562000
