strategy,run,turns,seed,index,square,type,count,percentage
A,3,100000,1002433,0,GO,GO,3083,3.083000
A,3,100000,1002433,1,Mediterranean Avenue,Property,2040,2.040000
A,3,100000,1002433,2,Community Chest 1,Community Chest,1843,1.843000
A,3,100000,1002433,3,Baltic Avenue,Property,2066,2.066000
A,3,100000,1002433,4,Income Tax,Tax,2372,2.372000
A,3,100000,1002433,5,Reading Railroad,Railroad,2933,2.933000
A,3,100000,1002433,6,Oriental Avenue,Property,2190,2.190000
A,3,100000,1002433,7,Chance 1,Chance,817,0.817000
A,3,100000,1002433,8,Vermont Avenue,Property,2359,2.359000
A,3,100000,1002433,9,Connecticut Avenue,Property,2306,2.306000
A,3,100000,1002433,10,Jail / Just Visiting,Jail,6899,6.899000
A,3,100000,1002433,11,St. Charles Place,Property,2703,2.703000
A,3,100000,1002433,12,Electric Company,Utility,2619,2.619000
A,3,100000,1002433,13,States Avenue,Property,2362,2.362000
A,3,100000,1002433,14,Virginia Avenue,Property,2503,2.503000
A,3,100000,1002433,15,Pennsylvania Railroad,Railroad,2869,2.869000
A,3,100000,1002433,16,St. James Place,Property,2769,2.769000
A,3,100000,1002433,17,Community Chest 2,Community Chest,2646,2.646000
A,3,100000,1002433,18,Tennessee Avenue,Property,2951,2.951000
A,3,100000,1002433,19,New York Avenue,Property,3167,3.167000
A,3,100000,1002433,20,Free Parking,Free Parking,2963,2.963000
A,3,100000,1002433,21,Kentucky Avenue,Property,2846,2.846000
A,3,100000,1002433,22,Chance 2,Chance,1066,1.066000
A,3,100000,1002433,23,Indiana Avenue,Property,2613,2.613000
A,3,100000,1002433,24,Illinois Avenue,Property,3235,3.235000
A,3,100000,1002433,25,B. & O. Railroad,Railroad,3052,3.052000
A,3,100000,1002433,26,Atlantic Avenue,Property,2701,2.701000
A,3,100000,1002433,27,Ventnor Avenue,Property,2598,2.598000
A,3,100000,1002433,28,Water Works,Utility,2797,2.797000
A,3,100000,1002433,29,Marvin Gardens,Property,2431,2.431000
A,3,100000,1002433,30,Go to Jail,Go to Jail,0,0.000000
A,3,100000,1002433,31,Pacific Avenue,Property,2613,2.613000
A,3,100000,1002433,32,North Carolina Avenue,Property,2734,2.734000
A,3,100000,1002433,33,Community Chest 3,Community Chest,2309,2.309000
A,3,100000,1002433,34,Pennsylvania Avenue,Property,2498,2.498000
A,3,100000,1002433,35,Short Line,Railroad,2318,2.318000
A,3,100000,1002433,36,Chance 3,Chance,862,0.862000
A,3,100000,1002433,37,Park Place,Property,2059,2.059000
A,3,100000,1002433,38,Luxury Tax,Tax,2244,2.244000
A,3,100000,1002433,39,Boardwalk,Property,2564,2.564000
