strategy,run,turns,seed,index,square,type,count,percentage
B,3,1000000,20002433,0,GO,GO,28881,2.888100
B,3,1000000,20002433,1,Mediterranean Avenue,Property,18872,1.887200
B,3,1000000,20002433,2,Community Chest 1,Community Chest,17573,1.757300
B,3,1000000,20002433,3,Baltic Avenue,Property,19714,1.971400
B,3,1000000,20002433,4,Income Tax,Tax,21187,2.118700
B,3,1000000,20002433,5,Reading Railroad,Railroad,27117,2.711700
B,3,1000000,20002433,6,Oriental Avenue,Property,21013,2.101300
B,3,1000000,20002433,7,Chance 1,Chance,7691,0.769100
B,3,1000000,20002433,8,Vermont Avenue,Property,21755,2.175500
B,3,1000000,20002433,9,Connecticut Avenue,Property,21496,2.149600
B,3,1000000,20002433,10,Jail / Just Visiting,Jail,134793,13.479300
B,3,1000000,20002433,11,St. Charles Place,Property,25147,2.514700
B,3,1000000,20002433,12,Electric Company,Utility,25598,2.559800
B,3,1000000,20002433,13,States Avenue,Property,21130,2.113000
B,3,1000000,20002433,14,Virginia Avenue,Property,24000,2.400000
B,3,1000000,20002433,15,Pennsylvania Railroad,Railroad,26074,2.607400
B,3,1000000,20002433,16,St. James Place,Property,26814,2.681400
B,3,1000000,20002433,17,Community Chest 2,Community Chest,22813,2.281300
B,3,1000000,20002433,18,Tennessee Avenue,Property,28402,2.840200
B,3,1000000,20002433,19,New York Avenue,Property,28160,2.816000
B,3,1000000,20002433,20,Free Parking,Free Parking,28139,2.813900
B,3,1000000,20002433,21,Kentucky Avenue,Property,25502,2.550200
B,3,1000000,20002433,22,Chance 2,Chance,10156,1.015600
B,3,1000000,20002433,23,Indiana Avenue,Property,25204,2.520400
B,3,1000000,20002433,24,Illinois Avenue,Property,29414,2.941400
B,3,1000000,20002433,25,B. & O. Railroad,Railroad,28265,2.826500
B,3,1000000,20002433,26,Atlantic Avenue,Property,24806,2.480600
B,3,1000000,20002433,27,Ventnor Avenue,Property,24358,2.435800
B,3,1000000,20002433,28,Water Works,Utility,25465,2.546500
B,3,1000000,20002433,29,Marvin Gardens,Property,23215,2.321500
B,3,1000000,20002433,30,Go to Jail,Go to Jail,0,0.000000
B,3,1000000,20002433,31,Pacific Avenue,Property,24444,2.444400
B,3,1000000,20002433,32,North Carolina Avenue,Property,24879,2.487900
B,3,1000000,20002433,33,Community Chest 3,Community Chest,21117,2.111700
B,3,1000000,20002433,34,Pennsylvania Avenue,Property,23962,2.396200
B,3,1000000,20002433,35,Short Line,Railroad,21706,2.170600
B,3,1000000,20002433,36,Chance 3,Chance,7994,0.799400
B,3,1000000,20002433,37,Park Place,Property,19129,1.912900
B,3,1000000,20002433,38,Luxury Tax,Tax,20429,2.042900
B,3,1000000,20002433,39,Boardwalk,Property,23586,2.358600
