strategy,run,turns,seed,index,square,type,count,percentage
B,6,10000,10102436,0,GO,GO,293,2.930000
B,6,10000,10102436,1,Mediterranean Avenue,Property,194,1.940000
B,6,10000,10102436,2,Community Chest 1,Community Chest,172,1.720000
B,6,10000,10102436,3,Baltic Avenue,Property,179,1.790000
B,6,10000,10102436,4,Income Tax,Tax,208,2.080000
B,6,10000,10102436,5,Reading Railroad,Railroad,265,2.650000
B,6,10000,10102436,6,Oriental Avenue,Property,228,2.280000
B,6,10000,10102436,7,Chance 1,Chance,61,0.610000
B,6,10000,10102436,8,Vermont Avenue,Property,226,2.260000
B,6,10000,10102436,9,Connecticut Avenue,Property,213,2.130000
B,6,10000,10102436,10,Jail / Just Visiting,Jail,1379,13.790000
B,6,10000,10102436,11,St. Charles Place,Property,260,2.600000
B,6,10000,10102436,12,Electric Company,Utility,270,2.700000
B,6,10000,10102436,13,States Avenue,Property,204,2.040000
B,6,10000,10102436,14,Virginia Avenue,Property,240,2.400000
B,6,10000,10102436,15,Pennsylvania Railroad,Railroad,245,2.450000
B,6,10000,10102436,16,St. James Place,Property,295,2.950000
B,6,10000,10102436,17,Community Chest 2,Community Chest,229,2.290000
B,6,10000,10102436,18,Tennessee Avenue,Property,250,2.500000
B,6,10000,10102436,19,New York Avenue,Property,283,2.830000
B,6,10000,10102436,20,Free Parking,Free Parking,278,2.780000
B,6,10000,10102436,21,Kentucky Avenue,Property,246,2.460000
B,6,10000,10102436,22,Chance 2,Chance,103,1.030000
B,6,10000,10102436,23,Indiana Avenue,Property,246,2.460000
B,6,10000,10102436,24,Illinois Avenue,Property,312,3.120000
B,6,10000,10102436,25,B. & O. Railroad,Railroad,281,2.810000
B,6,10000,10102436,26,Atlantic Avenue,Property,250,2.500000
B,6,10000,10102436,27,Ventnor Avenue,Property,239,2.390000
B,6,10000,10102436,28,Water Works,Utility,261,2.610000
B,6,10000,10102436,29,Marvin Gardens,Property,229,2.290000
B,6,10000,10102436,30,Go to Jail,Go to Jail,0,0.000000
B,6,10000,10102436,31,Pacific Avenue,Property,230,2.300000
B,6,10000,10102436,32,North Carolina Avenue,Property,235,2.350000
B,6,10000,10102436,33,Community Chest 3,Community Chest,208,2.080000
B,6,10000,10102436,34,Pennsylvania Avenue,Property,250,2.500000
B,6,10000,10102436,35,Short Line,Railroad,245,2.450000
B,6,10000,10102436,36,Chance 3,Chance,80,0.800000
B,6,10000,10102436,37,Park Place,Property,183,1.830000
B,6,10000,10102436,38,Luxury Tax,Tax,204,2.040000
B,6,10000,10102436,39,Boardwalk,Property,226,2.260000
