strategy,run,turns,seed,index,square,type,count,percentage
B,7,1000000,20002437,0,GO,GO,28760,2.876000
B,7,1000000,20002437,1,Mediterranean Avenue,Property,19025,1.902500
B,7,1000000,20002437,2,Community Chest 1,Community Chest,17457,1.745700
B,7,1000000,20002437,3,Baltic Avenue,Property,19532,1.953200
B,7,1000000,20002437,4,Income Tax,Tax,21220,2.122000
B,7,1000000,20002437,5,Reading Railroad,Railroad,26881,2.688100
B,7,1000000,20002437,6,Oriental Avenue,Property,20921,2.092100
B,7,1000000,20002437,7,Chance 1,Chance,7702,0.770200
B,7,1000000,20002437,8,Vermont Avenue,Property,21880,2.188000
B,7,1000000,20002437,9,Connecticut Avenue,Property,21196,2.119600
B,7,1000000,20002437,10,Jail / Just Visiting,Jail,135260,13.526000
B,7,1000000,20002437,11,St. Charles Place,Property,24868,2.486800
B,7,1000000,20002437,12,Electric Company,Utility,25662,2.566200
B,7,1000000,20002437,13,States Avenue,Property,21311,2.131100
B,7,1000000,20002437,14,Virginia Avenue,Property,24054,2.405400
B,7,1000000,20002437,15,Pennsylvania Railroad,Railroad,26281,2.628100
B,7,1000000,20002437,16,St. James Place,Property,26997,2.699700
B,7,1000000,20002437,17,Community Chest 2,Community Chest,22776,2.277600
B,7,1000000,20002437,18,Tennessee Avenue,Property,28190,2.819000
B,7,1000000,20002437,19,New York Avenue,Property,28354,2.835400
B,7,1000000,20002437,20,Free Parking,Free Parking,28039,2.803900
B,7,1000000,20002437,21,Kentucky Avenue,Property,25605,2.560500
B,7,1000000,20002437,22,Chance 2,Chance,10343,1.034300
B,7,1000000,20002437,23,Indiana Avenue,Property,24891,2.489100
B,7,1000000,20002437,24,Illinois Avenue,Property,29593,2.959300
B,7,1000000,20002437,25,B. & O. Railroad,Railroad,28461,2.846100
B,7,1000000,20002437,26,Atlantic Avenue,Property,24785,2.478500
B,7,1000000,20002437,27,Ventnor Avenue,Property,24160,2.416000
B,7,1000000,20002437,28,Water Works,Utility,25854,2.585400
B,7,1000000,20002437,29,Marvin Gardens,Property,23303,2.330300
B,7,1000000,20002437,30,Go to Jail,Go to Jail,0,0.000000
B,7,1000000,20002437,31,Pacific Avenue,Property,24095,2.409500
B,7,1000000,20002437,32,North Carolina Avenue,Property,24721,2.472100
B,7,1000000,20002437,33,Community Chest 3,Community Chest,21368,2.136800
B,7,1000000,20002437,34,Pennsylvania Avenue,Property,23640,2.364000
B,7,1000000,20002437,35,Short Line,Railroad,21933,2.193300
B,7,1000000,20002437,36,Chance 3,Chance,7848,0.784800
B,7,1000000,20002437,37,Park Place,Property,19346,1.934600
B,7,1000000,20002437,38,Luxury Tax,Tax,20247,2.024700
B,7,1000000,20002437,39,Boardwalk,Property,23441,2.344100
