strategy,run,turns,seed,index,square,type,count,percentage
B,7,100,10003437,0,GO,GO,5,5.000000
B,7,100,10003437,1,Mediterranean Avenue,Property,1,1.000000
B,7,100,10003437,2,Community Chest 1,Community Chest,0,0.000000
B,7,100,10003437,3,Baltic Avenue,Property,4,4.000000
B,7,100,10003437,4,Income Tax,Tax,1,1.000000
B,7,100,10003437,5,Reading Railroad,Railroad,3,3.000000
B,7,100,10003437,6,Oriental Avenue,Property,2,2.000000
B,7,100,10003437,7,Chance 1,Chance,0,0.000000
B,7,100,10003437,8,Vermont Avenue,Property,1,1.000000
B,7,100,10003437,9,Connecticut Avenue,Property,3,3.000000
B,7,100,10003437,10,Jail / Just Visiting,Jail,20,20.000000
B,7,100,10003437,11,St. Charles Place,Property,1,1.000000
B,7,100,10003437,12,Electric Company,Utility,3,3.000000
B,7,100,10003437,13,States Avenue,Property,2,2.000000
B,7,100,10003437,14,Virginia Avenue,Property,1,1.000000
B,7,100,10003437,15,Pennsylvania Railroad,Railroad,3,3.000000
B,7,100,10003437,16,St. James Place,Property,4,4.000000
B,7,100,10003437,17,Community Chest 2,Community Chest,5,5.000000
B,7,100,10003437,18,Tennessee Avenue,Property,2,2.000000
B,7,100,10003437,19,New York Avenue,Property,2,2.000000
B,7,100,10003437,20,Free Parking,Free Parking,1,1.000000
B,7,100,10003437,21,Kentucky Avenue,Property,4,4.000000
B,7,100,10003437,22,Chance 2,Chance,1,1.000000
B,7,100,10003437,23,Indiana Avenue,Property,6,6.000000
B,7,100,10003437,24,Illinois Avenue,Property,1,1.000000
B,7,100,10003437,25,B. & O. Railroad,Railroad,2,2.000000
B,7,100,10003437,26,Atlantic Avenue,Property,3,3.000000
B,7,100,10003437,27,Ventnor Avenue,Property,2,2.000000
B,7,100,10003437,28,Water Works,Utility,2,2.000000
B,7,100,10003437,29,Marvin Gardens,Property,1,1.000000
B,7,100,10003437,30,Go to Jail,Go to Jail,0,0.000000
B,7,100,10003437,31,Pacific Avenue,Property,3,3.000000
B,7,100,10003437,32,North Carolina Avenue,Property,3,3.000000
B,7,100,10003437,33,Community Chest 3,Community Chest,2,2.000000
B,7,100,10003437,34,Pennsylvania Avenue,Property,1,1.000000
B,7,100,10003437,35,Short Line,Railroad,3,3.000000
B,7,100,10003437,36,Chance 3,Chance,1,1.000000
B,7,100,10003437,37,Park Place,Property,0,0.000000
B,7,100,10003437,38,Luxury Tax,Tax,0,0.000000
B,7,100,10003437,39,Boardwalk,Property,1,1.000000
