strategy,run,turns,seed,index,square,type,count,percentage
A,3,1000,12433,0,GO,GO,26,2.600000
A,3,1000,12433,1,Mediterranean Avenue,Property,26,2.600000
A,3,1000,12433,2,Community Chest 1,Community Chest,15,1.500000
A,3,1000,12433,3,Baltic Avenue,Property,15,1.500000
A,3,1000,12433,4,Income Tax,Tax,24,2.400000
A,3,1000,12433,5,Reading Railroad,Railroad,33,3.300000
A,3,1000,12433,6,Oriental Avenue,Property,20,2.000000
A,3,1000,12433,7,Chance 1,Chance,12,1.200000
A,3,1000,12433,8,Vermont Avenue,Property,21,2.100000
A,3,1000,12433,9,Connecticut Avenue,Property,19,1.900000
A,3,1000,12433,10,Jail / Just Visiting,Jail,69,6.900000
A,3,1000,12433,11,St. Charles Place,Property,28,2.800000
A,3,1000,12433,12,Electric Company,Utility,26,2.600000
A,3,1000,12433,13,States Avenue,Property,31,3.100000
A,3,1000,12433,14,Virginia Avenue,Property,29,2.900000
A,3,1000,12433,15,Pennsylvania Railroad,Railroad,24,2.400000
A,3,1000,12433,16,St. James Place,Property,30,3.000000
A,3,1000,12433,17,Community Chest 2,Community Chest,26,2.600000
A,3,1000,12433,18,Tennessee Avenue,Property,20,2.000000
A,3,1000,12433,19,New York Avenue,Property,39,3.900000
A,3,1000,12433,20,Free Parking,Free Parking,32,3.200000
A,3,1000,12433,21,Kentucky Avenue,Property,28,2.800000
A,3,1000,12433,22,Chance 2,Chance,13,1.300000
A,3,1000,12433,23,Indiana Avenue,Property,21,2.100000
A,3,1000,12433,24,Illinois Avenue,Property,35,3.500000
A,3,1000,12433,25,B. & O. Railroad,Railroad,33,3.300000
A,3,1000,12433,26,Atlantic Avenue,Property,22,2.200000
A,3,1000,12433,27,Ventnor Avenue,Property,28,2.800000
A,3,1000,12433,28,Water Works,Utility,35,3.500000
A,3,1000,12433,29,Marvin Gardens,Property,18,1.800000
A,3,1000,12433,30,Go to Jail,Go to Jail,0,0.000000
A,3,1000,12433,31,Pacific Avenue,Property,26,2.600000
A,3,1000,12433,32,North Carolina Avenue,Property,32,3.200000
A,3,1000,12433,33,Community Chest 3,Community Chest,19,1.900000
A,3,1000,12433,34,Pennsylvania Avenue,Property,29,2.900000
A,3,1000,12433,35,Short Line,Railroad,23,2.300000
A,3,1000,12433,36,Chance 3,Chance,7,0.700000
A,3,1000,12433,37,Park Place,Property,20,2.000000
A,3,1000,12433,38,Luxury Tax,Tax,20,2.000000
A,3,1000,12433,39,Boardwalk,Property,26,2.600000
