strategy,run,turns,seed,index,square,type,count,percentage
B,7,10000,10102437,0,GO,GO,285,2.850000
B,7,10000,10102437,1,Mediterranean Avenue,Property,172,1.720000
B,7,10000,10102437,2,Community Chest 1,Community Chest,168,1.680000
B,7,10000,10102437,3,Baltic Avenue,Property,202,2.020000
B,7,10000,10102437,4,Income Tax,Tax,216,2.160000
B,7,10000,10102437,5,Reading Railroad,Railroad,298,2.980000
B,7,10000,10102437,6,Oriental Avenue,Property,201,2.010000
B,7,10000,10102437,7,Chance 1,Chance,82,0.820000
B,7,10000,10102437,8,Vermont Avenue,Property,225,2.250000
B,7,10000,10102437,9,Connecticut Avenue,Property,211,2.110000
B,7,10000,10102437,10,Jail / Just Visiting,Jail,1344,13.440000
B,7,10000,10102437,11,St. Charles Place,Property,219,2.190000
B,7,10000,10102437,12,Electric Company,Utility,264,2.640000
B,7,10000,10102437,13,States Avenue,Property,206,2.060000
B,7,10000,10102437,14,Virginia Avenue,Property,249,2.490000
B,7,10000,10102437,15,Pennsylvania Railroad,Railroad,280,2.800000
B,7,10000,10102437,16,St. James Place,Property,308,3.080000
B,7,10000,10102437,17,Community Chest 2,Community Chest,220,2.200000
B,7,10000,10102437,18,Tennessee Avenue,Property,271,2.710000
B,7,10000,10102437,19,New York Avenue,Property,267,2.670000
B,7,10000,10102437,20,Free Parking,Free Parking,284,2.840000
B,7,10000,10102437,21,Kentucky Avenue,Property,262,2.620000
B,7,10000,10102437,22,Chance 2,Chance,107,1.070000
B,7,10000,10102437,23,Indiana Avenue,Property,273,2.730000
B,7,10000,10102437,24,Illinois Avenue,Property,260,2.600000
B,7,10000,10102437,25,B. & O. Railroad,Railroad,305,3.050000
B,7,10000,10102437,26,Atlantic Avenue,Property,222,2.220000
B,7,10000,10102437,27,Ventnor Avenue,Property,253,2.530000
B,7,10000,10102437,28,Water Works,Utility,243,2.430000
B,7,10000,10102437,29,Marvin Gardens,Property,235,2.350000
B,7,10000,10102437,30,Go to Jail,Go to Jail,0,0.000000
B,7,10000,10102437,31,Pacific Avenue,Property,249,2.490000
B,7,10000,10102437,32,North Carolina Avenue,Property,242,2.420000
B,7,10000,10102437,33,Community Chest 3,Community Chest,187,1.870000
B,7,10000,10102437,34,Pennsylvania Avenue,Property,238,2.380000
B,7,10000,10102437,35,Short Line,Railroad,207,2.070000
B,7,10000,10102437,36,Chance 3,Chance,89,0.890000
B,7,10000,10102437,37,Park Place,Property,212,2.120000
B,7,10000,10102437,38,Luxury Tax,Tax,198,1.980000
B,7,10000,10102437,39,Boardwalk,Property,246,2.460000
